id_solicitante,produto_solicitado,dia_vencimento,sexo,idade,estado_civil,possui_telefone_residencial,meses_na_residencia,valor_patrimonio_pessoal_norm,profissao,ocupacao,inadimplente,idade_bin,renda_total_norm,estado_onde_nasceu,estado_onde_reside,regiao_onde_reside,regiao_onde_nasceu,origem
22223,1,15,F,29,2,Y,10.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.038857428839842674,GO,GO,Centro-Oeste,Centro-Oeste,teste
22224,1,1,F,59,2,N,5.0,-0.051989890358970794,9.0,4.0,,"(50, 60]",-0.04476450209612923,SE,SE,Nordeste,Nordeste,teste
22225,1,20,F,55,2,Y,7.0,-0.051989890358970794,2.0,4.0,,"(50, 60]",-0.05905580836133864,BA,SP,Sudeste,Nordeste,teste
22226,1,10,M,45,1,Y,8.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",0.06956594802554604,BA,BA,Nordeste,Nordeste,teste
22227,1,15,M,49,2,Y,,-0.051989890358970794,,,,"(40, 50]",-0.04168329646535008,MG,MG,Sudeste,Sudeste,teste
22228,1,10,M,33,1,Y,2.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.04476450209612923,RJ,RJ,Sudeste,Sudeste,teste
22229,1,25,F,35,1,Y,10.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.04238261771859433,PE,PE,Nordeste,Nordeste,teste
22230,1,25,F,28,1,Y,3.0,-0.051989890358970794,9.0,4.0,,"(20, 30]",-0.054292039606268834,PI,PI,Nordeste,Nordeste,teste
22231,1,15,F,74,4,N,5.0,-0.051989890358970794,9.0,1.0,,"(70, 80]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22232,1,10,F,50,2,N,20.0,1.2047743962207018,9.0,2.0,,"(40, 50]",-0.010655917809829439,RS,RS,Sul,Sul,teste
22233,1,25,F,47,3,N,20.0,-0.051989890358970794,,,,"(40, 50]",0.00754167883453721,SP,SP,Sudeste,Sudeste,teste
22234,1,25,F,32,1,Y,8.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.05734085160951351,CE,CE,Nordeste,Nordeste,teste
22235,1,10,M,33,1,Y,20.0,-0.051989890358970794,2.0,4.0,,"(30, 40]",-0.04667000959815715,PE,PE,Nordeste,Nordeste,teste
22236,1,15,M,53,1,N,1.0,-0.051989890358970794,,,,"(50, 60]",-0.028567688328891897,PB,PB,Nordeste,Nordeste,teste
22237,1,10,F,62,4,N,1.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05695975010910793,PE,PE,Nordeste,Nordeste,teste
22238,1,10,F,21,1,Y,,-0.051989890358970794,,,,"(20, 30]",-0.05838888073562887,MG,MG,Sudeste,Sudeste,teste
22239,1,10,M,67,4,Y,18.0,-0.051989890358970794,,,,"(60, 70]",-0.056197547108296754,SP,SP,Sudeste,Sudeste,teste
22240,1,25,F,31,1,Y,,-0.051989890358970794,,,,"(30, 40]",-0.03190232645744076,RJ,RJ,Sudeste,Sudeste,teste
22241,1,10,M,58,2,Y,1.0,-0.051989890358970794,9.0,1.0,,"(50, 60]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22242,1,20,F,50,7,Y,5.0,-0.051989890358970794,,,,"(40, 50]",-0.04152513934268176,CE,SP,Sudeste,Nordeste,teste
22243,1,10,F,43,4,Y,0.0,-0.051989890358970794,11.0,1.0,,"(40, 50]",-0.06353375099110425, ,SP,Sudeste,Sem estado,teste
22244,1,15,F,47,2,N,5.0,-0.051989890358970794,2.0,4.0,,"(40, 50]",-0.056197547108296754,PE,PE,Nordeste,Nordeste,teste
22245,2,10,M,27,1,Y,4.0,-0.051989890358970794,2.0,5.0,,"(20, 30]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22246,2,20,M,42,1,Y,4.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.056769199358905134,BA,BA,Nordeste,Nordeste,teste
22247,1,10,F,32,1,Y,0.0,-0.051989890358970794,11.0,2.0,,"(30, 40]",-0.053815662730761854, ,RJ,Sudeste,Sem estado,teste
22248,1,15,M,25,1,Y,5.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.061628243489076334,BA,BA,Nordeste,Nordeste,teste
22249,1,10,F,84,1,Y,5.0,-0.051989890358970794,0.0,1.0,,"(80, 90]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22250,1,25,F,33,2,Y,15.0,0.8277451102468,9.0,5.0,,"(30, 40]",0.19342393565736093,RS,RS,Sul,Sul,teste
22251,2,10,F,38,2,Y,1.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.052164540480254665,ES,ES,Sudeste,Sudeste,teste
22252,1,1,F,30,2,Y,15.0,-0.051989890358970794,9.0,5.0,,"(20, 30]",-0.0018905833005010005,SE,SE,Nordeste,Nordeste,teste
22253,1,10,M,42,2,Y,10.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.0005567280490814556,RS,RS,Sul,Sul,teste
22254,1,10,F,79,4,N,6.0,-0.051989890358970794,2.0,,,"(70, 80]",-0.04619363272265017,SP,SP,Sudeste,Sudeste,teste
22255,1,10,M,38,2,Y,2.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.025709427075850017,RJ,RJ,Sudeste,Sudeste,teste
22256,1,10,F,58,2,N,,-0.051989890358970794,,,,"(50, 60]",-0.05896053298623724,AL,BA,Nordeste,Nordeste,teste
22257,1,10,M,18,1,Y,4.0,-0.051989890358970794,9.0,2.0,,"(10, 20]",-0.06134241736377214,SP,SP,Sudeste,Sudeste,teste
22258,1,10,F,22,1,Y,10.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.05905580836133864,AL,AL,Nordeste,Nordeste,teste
22259,1,5,M,56,2,Y,29.0,-0.051989890358970794,,1.0,,"(50, 60]",0.021928260474848017,SC,SC,Sul,Sul,teste
22260,2,25,M,22,1,Y,,-0.051989890358970794,,,,"(20, 30]",-0.05905580836133864,MG,MG,Sudeste,Sudeste,teste
22261,1,25,M,30,2,Y,35.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",0.007160577334131626,AP,AP,Norte,Norte,teste
22262,1,15,F,25,2,Y,2.0,-0.051989890358970794,2.0,4.0,,"(20, 30]",-0.03809522583903151,MT,MT,Centro-Oeste,Centro-Oeste,teste
22263,1,10,F,21,1,Y,3.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.05905580836133864,PR,PR,Sul,Sul,teste
22264,1,10,M,18,1,Y,16.0,-0.051989890358970794,9.0,5.0,,"(10, 20]",-0.048003864849576694,SP,SP,Sudeste,Sudeste,teste
22265,1,20,F,31,2,Y,1.0,-0.051989890358970794,11.0,2.0,,"(30, 40]",-0.01570551269020343,AC,RN,Nordeste,Norte,teste
22266,1,10,F,32,1,Y,40.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.05501803796454147,RJ,RJ,Sudeste,Sudeste,teste
22267,1,10,F,45,1,Y,8.0,-0.051989890358970794,9.0,5.0,,"(40, 50]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22268,1,25,F,33,1,Y,0.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",0.03641011749026021,AP,AP,Norte,Norte,teste
22269,1,5,M,65,2,Y,1.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05610227173319536,RR,RR,Norte,Norte,teste
22270,2,20,F,27,2,Y,5.0,-0.051989890358970794,9.0,1.0,,"(20, 30]",-0.006356140131503435,SP,SP,Sudeste,Sudeste,teste
22271,1,10,F,33,1,Y,10.0,-0.051989890358970794,,,,"(30, 40]",-0.07325183925144665,RS,RS,Sul,Sul,teste
22272,1,25,M,35,2,Y,1.0,-0.051989890358970794,0.0,0.0,,"(30, 40]",-0.03523696458598962,GO,GO,Centro-Oeste,Centro-Oeste,teste
22273,1,10,F,56,2,Y,7.0,-0.051989890358970794,9.0,4.0,,"(50, 60]",-0.05905580836133864,PR,PR,Sul,Sul,teste
22274,1,5,F,50,2,Y,2.0,-0.051989890358970794,9.0,4.0,,"(40, 50]",-0.053815662730761854,RS,RS,Sul,Sul,teste
22275,1,15,M,31,1,Y,3.0,-0.051989890358970794,,,,"(30, 40]",0.08862102304582525,ES,SP,Sudeste,Sudeste,teste
22276,1,20,F,52,3,Y,1.0,-0.051989890358970794,9.0,5.0,,"(50, 60]",0.07909348553568565,MG,SP,Sudeste,Sudeste,teste
22277,1,20,M,59,2,Y,7.0,-0.051989890358970794,9.0,1.0,,"(50, 60]",0.07395623731021837,MG,MG,Sudeste,Sudeste,teste
22278,1,15,M,43,2,Y,10.0,-0.051989890358970794,9.0,4.0,,"(40, 50]",-0.054292039606268834,MS,MS,Centro-Oeste,Centro-Oeste,teste
22279,1,10,F,28,2,Y,5.0,-0.051989890358970794,9.0,4.0,,"(20, 30]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22280,1,1,M,57,2,Y,38.0,-0.051989890358970794,9.0,1.0,,"(50, 60]",-0.045431429721839,AM,AC,Norte,Norte,teste
22281,2,25,M,55,2,N,5.0,-0.051989890358970794,9.0,2.0,,"(50, 60]",-0.041715690092884554,ES,ES,Sudeste,Sudeste,teste
22282,1,15,F,43,2,N,6.0,-0.051989890358970794,9.0,5.0,,"(40, 50]",-0.05457786573157302,PA,PA,Norte,Norte,teste
22283,1,25,M,31,2,Y,6.0,-0.051989890358970794,12.0,2.0,,"(30, 40]",-0.028853514454196087,MG,SP,Sudeste,Sudeste,teste
22284,2,1,F,55,2,Y,35.0,-0.051989890358970794,2.0,4.0,,"(50, 60]",0.19342393565736093,RN,PB,Nordeste,Nordeste,teste
22285,2,10,M,36,6,Y,10.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.023803919573822094,SP,SP,Sudeste,Sudeste,teste
22286,1,25,M,39,2,Y,4.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.036856645962713354,BA,SP,Sudeste,Nordeste,teste
22287,1,10,M,67,2,Y,,-0.051989890358970794,11.0,,,"(60, 70]",-0.01808739706773833,PE,PE,Nordeste,Nordeste,teste
22288,1,5,M,33,2,Y,6.0,-0.051989890358970794,,,,"(30, 40]",-0.04476450209612923,RN,RN,Nordeste,Nordeste,teste
22289,1,25,F,31,2,Y,1.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.056197547108296754,PI,DF,Centro-Oeste,Nordeste,teste
22290,1,5,F,35,1,Y,2.0,-0.051989890358970794,9.0,5.0,,"(30, 40]",-0.022851165822808134,RJ,RJ,Sudeste,Sudeste,teste
22291,1,10,F,34,1,Y,0.0,-0.051989890358970794,9.0,4.0,,"(30, 40]",-0.06096131586336656, ,PE,Nordeste,Sem estado,teste
22292,1,10,M,25,6,Y,3.0,-0.051989890358970794,,,,"(20, 30]",-0.06219989573968471,CE,CE,Nordeste,Nordeste,teste
22293,1,15,F,34,6,Y,7.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.010084265559221062,GO,PA,Norte,Centro-Oeste,teste
22294,1,25,F,29,1,Y,1.0,1.1545038247575148,0.0,0.0,,"(20, 30]",-0.045526705096940394,PA,PA,Norte,Norte,teste
22295,2,15,F,36,1,Y,,-0.051989890358970794,9.0,5.0,,"(30, 40]",-0.020945658320780214,MG,MG,Sudeste,Sudeste,teste
22296,1,5,F,28,1,N,2.0,0.500986395736085,9.0,5.0,,"(20, 30]",-0.049528270851199034,RS,RS,Sul,Sul,teste
22297,2,10,F,35,2,N,10.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.03523696458598962,MG,MG,Sudeste,Sudeste,teste
22298,1,20,M,52,3,Y,0.0,-0.051989890358970794,9.0,4.0,,"(50, 60]",-0.04476450209612923, ,PE,Nordeste,Sem estado,teste
22299,1,10,F,31,2,N,5.0,-0.051989890358970794,,,,"(30, 40]",-0.0623904464898875,PE,PE,Nordeste,Nordeste,teste
22300,1,10,F,78,2,N,50.0,-0.051989890358970794,9.0,1.0,,"(70, 80]",-0.0044630184282386945,PE,BA,Nordeste,Nordeste,teste
22301,1,10,F,49,2,Y,23.0,-0.051989890358970794,9.0,1.0,,"(40, 50]",0.0028731854545688026,RJ,RJ,Sudeste,Sudeste,teste
22302,1,15,F,46,2,Y,25.0,-0.051989890358970794,,,,"(40, 50]",-0.06381957711640844,SP,SP,Sudeste,Sudeste,teste
22303,1,25,F,19,1,Y,19.0,-0.051989890358970794,9.0,5.0,,"(10, 20]",-0.023613368823619304,BA,BA,Nordeste,Nordeste,teste
22304,1,25,F,33,1,Y,1.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",0.09493301664629275,PA,PA,Norte,Norte,teste
22305,1,15,F,52,2,Y,18.0,-0.051989890358970794,2.0,4.0,,"(50, 60]",-0.05905580836133864,RJ,RJ,Sudeste,Sudeste,teste
22306,1,10,M,24,1,Y,0.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.056769199358905134, ,PA,Norte,Sem estado,teste
22307,1,10,F,18,1,Y,1.0,-0.051989890358970794,9.0,2.0,,"(10, 20]",-0.055244793357282794,SP,SP,Sudeste,Sudeste,teste
22308,7,5,F,23,2,Y,6.0,0.325039395614931,9.0,4.0,,"(20, 30]",-0.049528270851199034,MT,MT,Centro-Oeste,Centro-Oeste,teste
22309,1,15,F,32,2,Y,10.0,-0.051989890358970794,9.0,4.0,,"(30, 40]",0.03621956674005743,PR,PR,Sul,Sul,teste
22310,1,10,F,43,2,N,2.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",0.05051087300526683,BA,BA,Nordeste,Nordeste,teste
22311,7,25,F,42,4,N,10.0,1.4561272535366363,,,,"(40, 50]",0.06289667176844832,SP,SP,Sudeste,Sudeste,teste
22312,1,10,M,25,2,Y,2.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.028668680226499373,PB,SP,Sudeste,Nordeste,teste
22313,7,15,M,61,4,Y,20.0,1.0790979675627346,9.0,1.0,,"(60, 70]",-0.05934163448664283,SC,SC,Sul,Sul,teste
22314,1,25,M,23,1,Y,4.0,-0.051989890358970794,9.0,5.0,,"(20, 30]",-0.056197547108296754,AL,AL,Nordeste,Nordeste,teste
22315,1,5,M,82,1,Y,,-0.051989890358970794,9.0,5.0,,"(80, 90]",-0.05905580836133864,MG,MG,Sudeste,Sudeste,teste
22316,1,10,F,61,1,Y,20.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",0.016688114844271233,PB,RN,Nordeste,Nordeste,teste
22317,1,25,F,33,2,N,20.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.033045630958657514,SP,SP,Sudeste,Sudeste,teste
22318,1,10,M,55,2,Y,20.0,-0.051989890358970794,0.0,0.0,,"(50, 60]",-0.03523696458598962,PE,SP,Sudeste,Nordeste,teste
22319,1,20,M,39,1,Y,1.0,-0.051989890358970794,0.0,0.0,,"(30, 40]",0.08176119603852475,DF,GO,Centro-Oeste,Centro-Oeste,teste
22320,1,25,M,42,2,Y,15.0,-0.051989890358970794,9.0,4.0,,"(40, 50]",0.05051087300526683,PA,PA,Norte,Norte,teste
22321,1,15,F,36,2,Y,0.0,-0.051989890358970794,9.0,5.0,,"(30, 40]",-0.006654352055570804,SP,SP,Sudeste,Sudeste,teste
22322,1,15,M,48,2,Y,10.0,-0.051989890358970794,11.0,2.0,,"(40, 50]",-0.039333805715349654,PE,SP,Sudeste,Nordeste,teste
22323,1,10,F,48,1,Y,7.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.04381174834511527,RS,RS,Sul,Sul,teste
22324,1,10,F,44,1,Y,10.0,-0.051989890358970794,9.0,1.0,,"(40, 50]",0.04955811925425287,GO,GO,Centro-Oeste,Centro-Oeste,teste
22325,1,10,F,69,4,N,3.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05905580836133864,MA,MA,Nordeste,Nordeste,teste
22326,1,5,M,50,2,Y,,-0.051989890358970794,,,,"(40, 50]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22327,1,10,M,27,1,Y,10.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.0406676609667692,RS,RS,Sul,Sul,teste
22328,7,15,M,47,2,Y,27.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.04200151621818874,RS,RS,Sul,Sul,teste
22329,1,15,F,45,2,Y,14.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.04743221259896832,PE,SP,Sudeste,Nordeste,teste
22330,1,25,M,30,2,Y,5.0,-0.051989890358970794,9.0,5.0,,"(20, 30]",0.193566848720013,PE,SP,Sudeste,Nordeste,teste
22331,1,5,M,67,4,Y,2.0,-0.051989890358970794,,1.0,,"(60, 70]",-0.056197547108296754,PA,AP,Norte,Norte,teste
22332,2,10,F,58,1,N,2.0,-0.051989890358970794,9.0,1.0,,"(50, 60]",-0.0647723308674224,CE,CE,Nordeste,Nordeste,teste
22333,1,5,M,70,2,Y,6.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",0.0781407317846717,BA,BA,Nordeste,Nordeste,teste
22334,1,20,M,53,2,Y,3.0,-0.051989890358970794,0.0,0.0,,"(50, 60]",-0.01856377394324531,CE,CE,Nordeste,Nordeste,teste
22335,7,25,F,34,2,Y,2.0,-0.051989890358970794,,,,"(30, 40]",0.08862102304582525,BA,BA,Nordeste,Nordeste,teste
22336,1,15,F,21,2,Y,,-0.051989890358970794,,,,"(20, 30]",-0.03523696458598962,BA,BA,Nordeste,Nordeste,teste
22337,2,25,F,36,1,Y,1.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.05009992310180741,MG,MG,Sudeste,Sudeste,teste
22338,1,25,M,61,2,Y,45.0,-0.051989890358970794,9.0,4.0,,"(60, 70]",-0.03523696458598962,PE,PE,Nordeste,Nordeste,teste
22339,1,15,M,32,1,Y,4.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.014752758939189469,CE,CE,Nordeste,Nordeste,teste
22340,1,5,M,73,2,Y,,-0.051989890358970794,,,,"(70, 80]",0.15855314837024997,RS,RS,Sul,Sul,teste
22341,1,25,M,53,2,Y,13.0,-0.051989890358970794,,,,"(50, 60]",-0.06381957711640844,RN,RN,Nordeste,Nordeste,teste
22342,1,5,F,20,1,Y,0.0,-0.051989890358970794,0.0,0.0,,"(10, 20]",-0.06381957711640844,RN,RN,Nordeste,Nordeste,teste
22343,1,25,F,38,1,Y,1.0,-0.051989890358970794,11.0,5.0,,"(30, 40]",-0.05448259035647163,PI,PI,Nordeste,Nordeste,teste
22344,1,10,F,51,2,Y,6.0,-0.051989890358970794,9.0,2.0,,"(50, 60]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22345,1,5,F,40,1,Y,1.0,-0.051989890358970794,11.0,2.0,,"(30, 40]",-0.04381174834511527,BA,BA,Nordeste,Nordeste,teste
22346,7,10,M,24,2,N,24.0,-0.051989890358970794,13.0,2.0,,"(20, 30]",-0.04733693722386692,RS,RS,Sul,Sul,teste
22347,1,15,F,33,2,Y,9.0,-0.051989890358970794,,,,"(30, 40]",-0.05905580836133864,MG,GO,Centro-Oeste,Sudeste,teste
22348,1,5,F,35,1,Y,1.0,-0.051989890358970794,,,,"(30, 40]",-0.04422238521180229,BA,RJ,Sudeste,Nordeste,teste
22349,1,1,M,36,1,N,10.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.05905580836133864,CE,RN,Nordeste,Nordeste,teste
22350,1,15,F,59,2,N,5.0,-0.051989890358970794,,4.0,,"(50, 60]",-0.06381957711640844,CE,CE,Nordeste,Nordeste,teste
22351,1,10,F,31,2,Y,3.0,-0.051989890358970794,9.0,,,"(30, 40]",-0.058103054610324674,RN,MG,Sudeste,Nordeste,teste
22352,1,10,F,61,2,Y,20.0,-0.051989890358970794,,4.0,,"(60, 70]",-0.07115578099921593,SC,SC,Sul,Sul,teste
22353,2,10,M,45,2,Y,1.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.05896053298623724,MG,MG,Sudeste,Sudeste,teste
22354,1,15,F,69,4,N,0.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22355,1,5,F,37,2,Y,4.0,-0.051989890358970794,9.0,4.0,,"(30, 40]",-0.054292039606268834,PE,PE,Nordeste,Nordeste,teste
22356,1,25,M,34,2,N,10.0,0.24963353842015062,9.0,2.0,,"(30, 40]",3.2851098576976634,PE,PE,Nordeste,Nordeste,teste
22357,2,5,M,23,2,Y,0.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.004444916106969424,PE,SP,Sudeste,Nordeste,teste
22358,1,15,F,35,2,N,,-0.051989890358970794,,,,"(30, 40]",-0.025709427075850017,BA,BA,Nordeste,Nordeste,teste
22359,2,10,M,36,2,Y,2.0,-0.051989890358970794,,,,"(30, 40]",0.07909348553568565,SC,GO,Centro-Oeste,Sul,teste
22360,1,25,F,19,1,Y,0.0,-0.051989890358970794,9.0,2.0,,"(10, 20]",-0.05905580836133864,MG,MG,Sudeste,Sudeste,teste
22361,1,5,M,41,2,Y,1.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.05467314110667442,RJ,RJ,Sudeste,Sudeste,teste
22362,1,5,M,44,2,Y,0.0,-0.051989890358970794,11.0,4.0,,"(40, 50]",-0.06858334587147824, ,RJ,Sudeste,Sem estado,teste
22363,1,25,F,40,2,Y,0.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",0.004207040705988347,PI,PI,Nordeste,Nordeste,teste
22364,1,25,F,42,1,Y,20.0,-0.051989890358970794,9.0,4.0,,"(40, 50]",-0.03047319583091982,MS,MG,Sudeste,Centro-Oeste,teste
22365,1,25,F,46,2,Y,16.0,-0.051989890358970794,,4.0,,"(40, 50]",-0.04667000959815715,RJ,RJ,Sudeste,Sudeste,teste
22366,1,25,F,40,2,Y,0.0,-0.051989890358970794,0.0,0.0,,"(30, 40]",-0.02218423819709836,MG,SP,Sudeste,Sudeste,teste
22367,1,15,F,38,2,Y,5.0,-0.051989890358970794,2.0,4.0,,"(30, 40]",-0.049528270851199034,PE,PE,Nordeste,Nordeste,teste
22368,1,15,M,64,2,Y,25.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",0.07747380415896192,RJ,RJ,Sudeste,Sudeste,teste
22369,1,20,F,52,1,N,,-0.051989890358970794,9.0,1.0,,"(50, 60]",-0.05905580836133864,MG,PE,Nordeste,Sudeste,teste
22370,2,15,F,43,2,N,,-0.051989890358970794,,,,"(40, 50]",-0.05400621348096465,MG,MG,Sudeste,Sudeste,teste
22371,1,15,M,54,4,Y,25.0,-0.051989890358970794,0.0,0.0,,"(50, 60]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,teste
22372,1,15,M,33,6,N,5.0,-0.051989890358970794,0.0,2.0,,"(30, 40]",0.021928260474848017,PA,AP,Norte,Norte,teste
22373,1,10,M,62,1,Y,,-0.051989890358970794,9.0,,,"(60, 70]",0.009923563212072111,PE,SP,Sudeste,Nordeste,teste
22374,1,10,F,38,1,Y,10.0,-0.051989890358970794,9.0,4.0,,"(30, 40]",-0.06381957711640844,CE,CE,Nordeste,Nordeste,teste
22375,1,1,F,41,1,N,5.0,-0.051989890358970794,9.0,1.0,,"(40, 50]",-0.05905580836133864,AC,AC,Norte,Norte,teste
22376,1,10,M,35,1,Y,3.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.04828969097488088,SE,SE,Nordeste,Nordeste,teste
22377,1,15,F,56,2,Y,52.0,0.7020686815888327,,1.0,,"(50, 60]",-0.056197547108296754,RS,RS,Sul,Sul,teste
22378,2,15,F,42,2,Y,10.0,-0.051989890358970794,,,,"(40, 50]",-0.03523696458598962,SP,SP,Sudeste,Sudeste,teste
22379,1,25,F,44,5,Y,15.0,1.9588329681685053,9.0,2.0,,"(40, 50]",0.17608381738890685,MG,MG,Sudeste,Sudeste,teste
22380,1,15,F,44,2,Y,11.0,-0.051989890358970794,2.0,4.0,,"(40, 50]",-0.025709427075850017,CE,CE,Nordeste,Nordeste,teste
22381,1,25,F,30,1,Y,1.0,-0.051989890358970794,11.0,4.0,,"(20, 30]",-0.08287465213668765,PB,PB,Nordeste,Nordeste,teste
22382,1,10,F,60,1,Y,,-0.051989890358970794,11.0,5.0,,"(50, 60]",-0.06886917199678243,AC,PB,Nordeste,Norte,teste
22383,1,5,M,31,6,Y,,-0.051989890358970794,,,,"(30, 40]",-0.051433778353226954,PB,PB,Nordeste,Nordeste,teste
22384,1,10,F,31,1,Y,,-0.051989890358970794,,,,"(30, 40]",0.0028731854545688026,PA,PA,Norte,Norte,teste
22385,1,25,N,26,1,N,13.0,-0.051989890358970794,9.0,5.0,,"(20, 30]",-0.055244793357282794,BA,BA,Nordeste,Nordeste,teste
22386,1,10,F,29,1,Y,8.0,-0.051989890358970794,9.0,5.0,,"(20, 30]",-0.04476450209612923,RN,RN,Nordeste,Nordeste,teste
22387,1,5,F,26,1,Y,6.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.03171177570723797,SP,SP,Sudeste,Sudeste,teste
22388,2,5,M,46,1,Y,1.0,-0.051989890358970794,10.0,2.0,,"(40, 50]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22389,1,25,F,46,1,Y,25.0,-0.051989890358970794,9.0,4.0,,"(40, 50]",0.0028731854545688026,MG,MG,Sudeste,Sudeste,teste
22390,1,25,F,24,1,Y,2.0,-0.051989890358970794,9.0,2.0,,"(20, 30]",-0.05496658926198671,CE,CE,Nordeste,Nordeste,teste
22391,1,20,M,40,1,Y,10.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",0.0009676779525408814,CE,CE,Nordeste,Nordeste,teste
22392,1,15,F,41,2,Y,13.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",-0.05905580836133864,SP,SP,Sudeste,Sudeste,teste
22393,1,10,F,46,4,Y,9.0,-0.051989890358970794,9.0,2.0,,"(40, 50]",0.06003841051540644,MS,MS,Centro-Oeste,Centro-Oeste,teste
22394,1,10,M,65,4,N,5.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05905580836133864,PE,AL,Nordeste,Nordeste,teste
22395,1,10,F,23,1,Y,15.0,-0.051989890358970794,9.0,1.0,,"(20, 30]",-0.05610227173319536,RS,RS,Sul,Sul,teste
22396,1,5,F,52,2,Y,10.0,-0.051989890358970794,0.0,0.0,,"(50, 60]",-0.05905580836133864,ES,ES,Sudeste,Sudeste,teste
22397,1,5,F,34,6,Y,1.0,-0.051989890358970794,9.0,2.0,,"(30, 40]",-0.054292039606268834,PE,SP,Sudeste,Nordeste,teste
22398,1,20,F,49,1,Y,0.0,-0.051989890358970794,0.0,0.0,,"(40, 50]",-0.025709427075850017,MA,SP,Sudeste,Nordeste,teste
22399,1,5,F,39,1,Y,20.0,-0.051989890358970794,13.0,2.0,,"(30, 40]",-0.07429986837756201,RS,RS,Sul,Sul,teste
22400,1,25,M,28,1,Y,0.0,-0.051989890358970794,0.0,0.0,,"(20, 30]",-0.03714247208801754,MG,SP,Sudeste,Sudeste,teste
22401,2,5,F,70,4,Y,16.0,-0.051989890358970794,9.0,1.0,,"(60, 70]",-0.05896053298623724,MG,MG,Sudeste,Sudeste,teste
22402,1,10,F,45,2,Y,,-0.051989890358970794,11.0,1.0,,"(40, 50]",-0.05905580836133864,PA,PA,Norte,Norte,teste
22403,1,15,F,43,1,Y,8.0,-0.051989890358970794,9.0,5.0,,"(40, 50]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,teste
22404,1,10,F,55,4,Y,1.0,-0.051989890358970794,9.0,5.0,,"(50, 60]",0.288699310758757,SP,SP,Sudeste,Sudeste,teste
