id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha,inadimplente
19578,1,5,presencial,1,M,28,2,0,0,1,CE,CE,Y,112,1.0,0.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,639.0,639.0,1
19579,1,25,internet,1,M,30,2,0,0,1,RJ,RJ,Y,20,1.0,30.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,9.0,5.0,,,244.0,244.0,1
19580,1,5,correio,1,F,71,4,0,0,1,PA,PA,Y,117,1.0,1.0,N,1,674.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,660.0,660.0,0
19581,1,5,internet,1,M,43,2,3,0,1,CE,CE,Y,107,1.0,18.0,N,1,880.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,628.0,628.0,1
19582,1,10,presencial,1,F,56,7,0,0,1,SC,MT,Y,73,1.0,15.0,N,0,423.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,788.0,788.0,0
19583,1,10,internet,1,M,33,2,1,0,1,MA,MA,Y,125,1.0,27.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,,,650.0,650.0,1
19584,1,20,presencial,1,M,28,2,0,0,1,RJ,RJ,Y,22,1.0,28.0,N,0,650.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,289.0,289.0,0
19585,7,10,presencial,1,M,42,5,0,0,1,PR,PR,Y,40,0.0,0.0,N,1,803.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,Y,40,0,,,,,812.0,812.0,1
19586,1,10,presencial,1,M,69,2,0,0,1,AM,AM,Y,118,1.0,20.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,3.0,690.0,690.0,0
19587,1,15,internet,1,F,29,1,2,0,1,PA,RJ,Y,20,5.0,1.0,N,1,476.54,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,9.0,2.0,,,240.0,240.0,1
19588,1,10,internet,1,M,29,2,2,0,1,BA,BA,Y,90,1.0,25.0,N,1,210.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,450.0,450.0,1
19589,1,15,internet,1,M,51,1,0,0,1,RS,RS,Y,54,1.0,20.0,N,1,380.0,0.0,0,1,0,0,0,1,1,0.0,0,N, ,N, ,0,9.0,1.0,,,930.0,930.0,1
19590,1,20,presencial,1,F,65,1,0,0,1,RN,RN,N, ,1.0,2.0,N,0,269.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,590.0,590.0,1
19591,1,10,presencial,1,F,64,4,0,0,1,RS,RS,Y,54,1.0,10.0,N,0,470.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,908.0,908.0,0
19592,1,15,internet,1,F,38,4,0,0,1,PE,PE,N, ,,,N,1,365.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,N, ,0,,,,,558.0,558.0,0
19593,1,5,presencial,1,F,38,2,0,0,1,MT,MT,Y,71,1.0,14.0,N,1,530.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,Y,71,0,9.0,0.0,0.0,4.0,781.0,781.0,0
19594,1,15,internet,1,F,55,2,2,0,1,AL,AL,N, ,1.0,12.0,N,1,1012.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,570.0,570.0,1
19595,1,20,internet,1,F,28,2,0,0,1,RJ,RJ,Y,22,,,N,1,446.0,0.0,0,0,0,0,0,0,0,0.0,0,N,RJ,N, ,0,,,,,286.0,286.0,0
19596,1,5,internet,1,M,61,2,6,0,1,RS,RS,N, ,1.0,22.0,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,968.0,968.0,1
19597,1,10,internet,1,F,37,1,0,0,1,RJ,RJ,Y,20,1.0,18.0,N,1,470.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,12.0,2.0,,,218.0,218.0,1
19598,1,25,internet,1,F,19,2,0,0,1,SP,SP,Y,5,,,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,841.0,841.0,1
19599,1,15,presencial,1,M,46,2,2,0,0, ,PA,Y,117,1.0,0.0,N,1,2035.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,3.0,11.0,0.0,666.0,666.0,1
19600,1,25,presencial,1,F,35,2,3,0,1,AL,AL,Y,100,1.0,32.0,N,1,200.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,570.0,570.0,1
19601,1,25,internet,1,F,28,2,0,0,1,MT,MT,Y,71,1.0,,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,781.0,781.0,0
19602,1,25,correio,1,F,56,1,0,0,1,MA,SP,Y,5,2.0,1.0,N,1,675.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,11.0,2.0,11.0,,212.0,212.0,0
19603,1,5,presencial,1,F,32,1,0,0,1,CE,CE,Y,107,1.0,10.0,N,0,1062.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,600.0,600.0,1
19604,1,5,internet,1,F,39,1,0,0,1,SE,SE,Y,91,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,490.0,490.0,1
19605,1,10,presencial,1,M,32,1,2,0,1,PB,PB,Y,103,1.0,5.0,N,0,547.0,350.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,583.0,583.0,1
19606,1,10,internet,1,F,30,1,0,0,1,RN,RN,Y,105,1.0,1.0,N,1,1100.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,596.0,596.0,0
19607,1,1,internet,1,F,31,2,5,0,1,BA,BA,Y,90,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,450.0,450.0,1
19608,1,10,presencial,1,F,55,2,0,0,1,RN,RN,Y,105,1.0,4.0,N,0,2511.0,0.0,1,0,1,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,590.0,590.0,0
19609,2,10,internet,1,M,33,2,1,0,1,RN,SP,Y,5,2.0,2.0,N,1,691.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,5,0,9.0,2.0,,,653.0,653.0,0
19610,1,20,internet,1,M,41,1,0,0,1,DF,DF,Y,66,1.0,12.0,N,1,210.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,730.0,730.0,0
19611,1,15,internet,1,F,36,6,0,0,1,RS,RS,Y,54,1.0,12.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,956.0,956.0,0
19612,2,15,internet,1,M,56,2,0,0,1,SP,SP,N, ,1.0,5.0,N,1,2000.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,16.0,2.0,148.0,148.0,1
19613,2,25,presencial,1,F,53,1,0,0,1,MG,MG,Y,32,,,N,1,1452.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,384.0,384.0,1
19614,1,5,presencial,1,F,49,5,3,0,0, ,RO,Y,77,1.0,0.0,N,1,1186.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,RO,Y,77,0,11.0,2.0,11.0,0.0,789.0,789.0,0
19615,7,15,presencial,1,F,27,1,0,0,1,AL,AL,Y,100,1.0,,N,1,554.0,0.0,0,0,0,0,0,0,0,0.0,0,N,AL,N, ,0,,,,,573.0,573.0,1
19616,1,10,internet,1,F,19,1,0,0,1,RS,RS,Y,54,1.0,18.0,N,1,450.0,0.0,0,0,0,0,0,0,0,30000.0,0,Y,RS,Y,54,0,9.0,2.0,,,914.0,914.0,0
19617,2,10,presencial,1,F,37,6,0,0,1,PR,SP,Y,12,0.0,0.0,N,1,557.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,0.0,0.0,0.0,172.0,172.0,0
19618,2,10,presencial,1,F,31,1,0,0,1,MG,MG,Y,29,1.0,1.0,N,0,455.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,2.0,0.0,0.0,321.0,321.0,0
19619,1,5,internet,1,F,42,2,2,0,1,CE,CE,Y,107,1.0,40.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,600.0,600.0,0
19620,1,15,internet,1,M,43,1,0,0,1,MT,MT,Y,71,1.0,4.0,N,1,407.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,780.0,780.0,0
19621,2,10,internet,1,F,22,1,0,0,1,CE,CE,Y,112,2.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,638.0,638.0,1
19622,1,15,internet,1,M,30,2,1,0,1,MA,RN,Y,105,1.0,3.0,N,1,3083.83,0.0,0,0,0,0,0,0,0,0.0,0,Y,RN,Y,105,0,9.0,2.0,,,590.0,590.0,1
19623,7,25,presencial,1,M,50,2,0,0,1,SE,MG,N, ,2.0,3.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,374.0,374.0,1
19624,1,10,presencial,1,F,37,2,2,0,1,SP,SP,Y,5,1.0,16.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,4.0,0.0,0.0,666.0,666.0,0
19625,2,10,internet,1,F,36,2,0,0,1,CE,CE,N, ,1.0,16.0,N,1,416.06,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,N, ,0,9.0,2.0,,,626.0,626.0,0
19626,1,10,presencial,1,F,71,4,0,0,1,CE,CE,N, ,1.0,30.0,N,0,351.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,603.0,603.0,1
19627,1,25,internet,1,M,63,6,0,0,1,SP,SP,N, ,1.0,2.0,N,1,497.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,129.0,129.0,0
19628,1,15,internet,1,F,50,1,0,0,1,CE,CE,Y,107,1.0,30.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,617.0,617.0,0
19629,1,25,internet,1,F,33,1,2,0,1,RJ,RJ,Y,20,1.0,16.0,N,1,672.0,1300.0,0,1,0,0,0,1,1,0.0,0,Y,RJ,Y,20,0,10.0,5.0,,,235.0,235.0,1
19630,1,25,internet,1,F,45,2,0,0,1,MT,MT,Y,71,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,71,0,,,,,780.0,780.0,1
19631,1,15,internet,1,F,50,1,0,0,1,BA,BA,Y,81,1.0,25.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,414.0,414.0,0
19632,1,10,presencial,1,M,47,2,0,0,1,SC,SC,Y,50,1.0,1.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SC,Y,50,0,9.0,2.0,0.0,0.0,881.0,881.0,0
19633,1,25,presencial,1,F,41,2,0,0,1,MG,MG,Y,29,2.0,8.0,N,0,800.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,308.0,308.0,0
19634,1,10,presencial,1,F,38,2,0,0,1,BA,SP,Y,12,1.0,10.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,16.0,5.0,0.0,0.0,175.0,175.0,1
19635,1,10,internet,1,M,58,2,0,0,1,SC,SC,N, ,1.0,19.0,N,1,400.0,0.0,0,0,0,0,0,0,0,30000.0,0,N, ,N, ,0,,,,,896.0,896.0,0
19636,1,25,internet,1,F,19,6,0,0,1,RS,RS,Y,54,1.0,11.0,N,1,313.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,944.0,944.0,1
19637,1,15,internet,1,F,55,2,1,0,1,PA,PA,Y,120,5.0,12.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,684.0,684.0,0
19638,1,5,presencial,1,M,42,2,0,0,1,RS,RS,Y,58,1.0,5.0,N,1,405.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RR,Y,58,0,3.0,2.0,0.0,0.0,960.0,960.0,1
19639,1,25,internet,1,F,59,4,0,0,1,RN,RN,Y,105,1.0,1.0,N,1,600.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,590.0,590.0,0
19640,2,10,presencial,1,F,28,1,0,0,1,CE,CE,Y,112,1.0,11.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,16.0,1.0,0.0,0.0,629.0,629.0,0
19641,1,5,internet,1,M,35,1,0,0,1,PE,SP,Y,5,1.0,5.0,N,1,500.8,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,813.0,813.0,1
19642,2,20,presencial,1,F,62,1,1,0,1,BA,BA,Y,84,1.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,452.0,452.0,0
19643,1,5,presencial,1,N,29,1,1,0,1,MA,MA,Y,125,1.0,10.0,N,0,323.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,MA,Y,125,0,9.0,2.0,0.0,0.0,650.0,650.0,1
19644,2,15,internet,1,M,48,2,1,0,1,BA,BA,Y,81,1.0,20.0,N,1,240.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,4.0,,,427.0,427.0,0
19645,1,10,presencial,1,F,31,2,2,0,1,MG,MG,Y,38,1.0,12.0,N,0,463.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,38,0,12.0,2.0,10.0,1.0,355.0,355.0,0
19646,2,5,correio,1,M,33,2,0,0,1,GO,GO,Y,66,2.0,,N,1,491.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,,728.0,728.0,1
19647,1,10,internet,1,F,44,2,2,0,1,PA,PA,Y,117,1.0,24.0,N,1,1475.8,0.0,1,1,0,0,0,0,0,0.0,0,Y,PA,N, ,0,9.0,2.0,,,687.0,687.0,0
19648,1,5,correio,1,M,41,1,0,0,1,TO,PR,N, ,5.0,1.0,N,1,783.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,841.0,841.0,1
19649,1,5,internet,1,M,26,1,0,0,1,RN,RN,Y,105,1.0,6.0,N,1,375.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RN,Y,105,0,9.0,2.0,,,590.0,590.0,0
19650,1,10,internet,1,F,51,2,0,0,1,RS,RS,Y,54,1.0,3.0,N,1,924.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,5.0,2.0,3.0,948.0,948.0,1
19651,1,10,presencial,1,M,42,1,0,0,1,MG,MG,Y,33,1.0,5.0,N,0,498.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,33,0,9.0,5.0,0.0,0.0,378.0,378.0,1
19652,1,10,presencial,1,F,43,2,0,0,1,PR,SP,Y,18,1.0,16.0,N,0,665.0,1000.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,139.0,139.0,0
19653,1,5,internet,1,F,23,1,0,0,1,BA,BA,Y,84,1.0,16.0,N,1,360.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,456.0,456.0,1
19654,2,15,internet,1,F,66,4,0,0,1,MG,SP,Y,5,2.0,20.0,N,1,276.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,338.0,338.0,1
19655,1,20,internet,1,M,25,2,0,0,1,RS,RS,Y,54,1.0,2.0,N,1,1021.4,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,16.0,3.0,932.0,932.0,0
19656,1,10,presencial,1,M,32,6,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,1000.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,607.0,607.0,0
19657,1,25,internet,1,F,69,2,0,0,1,RS,RS,N, ,1.0,49.0,N,1,802.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,9.0,2.0,956.0,956.0,0
19658,2,20,internet,1,M,36,2,3,0,1,CE,SP,Y,5,2.0,3.0,N,1,507.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,5,0,9.0,2.0,,,653.0,653.0,0
19659,7,10,internet,1,F,69,4,0,0,1,PE,PE,Y,97,1.0,64.0,N,1,2090.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,520.0,520.0,0
19660,1,5,internet,1,M,37,2,0,0,1,PE,PE,Y,97,2.0,1.0,N,1,300.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,540.0,540.0,1
19661,1,25,internet,1,M,49,2,0,0,1,ES,ES,N, ,1.0,18.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,ES,Y,25,0,9.0,2.0,,,297.0,297.0,0
19662,1,15,internet,1,F,39,1,1,0,1,SP,SP,Y,18,2.0,8.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,138.0,138.0,0
19663,1,10,presencial,1,F,47,2,0,0,1,MG,MG,Y,29,1.0,0.0,N,1,357.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,351.0,351.0,0
19664,1,20,presencial,1,N,44,5,1,0,1,MS,MS,Y,75,1.0,2.0,N,0,828.0,1138.0,1,0,0,0,0,1,1,0.0,1,Y,MS,Y,75,0,9.0,2.0,0.0,0.0,790.0,790.0,0
19665,1,20,correio,1,F,32,2,2,0,1,MG,PA,Y,117,1.0,1.0,N,1,1017.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,Y,117,0,10.0,2.0,11.0,,684.0,684.0,1
19666,1,15,correio,1,M,50,2,2,0,1,AC,BA,Y,84,1.0,1.0,N,1,1086.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,Y,84,0,9.0,2.0,11.0,,456.0,456.0,0
19667,1,5,presencial,1,M,22,2,0,0,1,BA,BA,Y,85,1.0,1.0,N,1,400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,N, ,0,9.0,5.0,11.0,4.0,489.0,489.0,1
19668,1,25,internet,1,M,61,1,0,0,1,BA,SE,Y,91,1.0,3.0,N,1,2000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,91,0,,4.0,,,490.0,490.0,1
19669,1,20,internet,1,F,40,1,0,0,1,RJ,RJ,Y,20,1.0,13.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,230.0,230.0,0
19670,2,10,correio,1,M,48,2,0,0,1,GO,GO,Y,66,2.0,1.0,N,1,1031.43,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,66,0,11.0,2.0,11.0,,728.0,728.0,1
19671,2,10,presencial,1,F,78,1,0,0,1,MG,ES,Y,25,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,291.0,291.0,1
19672,2,15,internet,1,F,27,2,2,0,1,ES,ES,Y,25,1.0,14.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,ES,Y,25,0,9.0,2.0,,,291.0,291.0,1
19673,1,20,internet,1,M,19,1,0,0,1,PE,PE,Y,97,1.0,19.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,555.0,555.0,1
19674,2,25,presencial,1,M,67,2,0,0,1,MG,GO,N, ,1.0,22.0,N,1,2105.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,6.0,4.0,0.0,0.0,759.0,759.0,1
19675,1,10,presencial,1,F,23,1,0,0,1,MS,ES,Y,75,1.0,1.0,N,0,466.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,MS,Y,75,0,9.0,2.0,0.0,0.0,291.0,291.0,1
19676,7,20,internet,1,F,33,1,0,0,1,AL,AL,Y,100,5.0,19.0,N,1,600.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,570.0,570.0,1
19677,1,5,presencial,2,M,63,1,0,0,1,BA,RO,Y,77,5.0,1.0,N,1,279.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RO,Y,77,0,0.0,0.0,0.0,0.0,789.0,789.0,0
19678,1,25,internet,1,F,40,1,0,0,1,SP,SP,Y,5,2.0,1.0,N,1,2150.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,351.0,351.0,1
19679,1,25,presencial,1,F,30,1,0,0,1,RN,CE,Y,107,1.0,5.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,604.0,604.0,0
19680,2,25,internet,1,M,43,2,0,0,2,MG,MG,Y,29,1.0,12.0,N,1,700.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,9.0,,,,302.0,302.0,1
19681,1,10,internet,1,M,29,2,3,0,1,PE,PE,Y,97,1.0,28.0,N,1,617.39,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,547.0,547.0,1
19682,1,15,internet,1,M,33,2,1,0,1,MS,MS,Y,75,1.0,2.0,N,1,1231.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,793.0,793.0,0
19683,1,15,internet,1,M,58,1,1,0,1,RS,RS,N, ,1.0,25.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,934.0,934.0,1
19684,1,25,internet,1,F,33,1,0,0,1,PR,PI,Y,110,5.0,10.0,N,1,300.0,400.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,640.0,640.0,1
19685,1,20,presencial,1,M,43,2,0,0,0, ,AL,Y,100,1.0,0.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,2.0,11.0,0.0,570.0,570.0,0
19686,2,1,presencial,1,F,41,2,2,0,1,SC,SC,Y,50,1.0,46.0,N,0,875000.0,0.0,0,0,0,0,0,1,1,60000.0,1,Y, ,Y,50,0,0.0,0.0,0.0,0.0,880.0,880.0,0
19687,1,25,internet,1,M,26,1,0,0,1,PR,PR,Y,44,,,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,873.0,873.0,0
19688,1,15,internet,1,F,49,3,0,0,1,GO,GO,Y,67,1.0,20.0,N,1,300.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,752.0,752.0,0
19689,1,20,internet,1,F,53,2,5,0,1,PE,PE,Y,97,1.0,40.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,522.0,522.0,1
19690,1,10,presencial,1,M,38,2,3,0,0, ,PA,Y,117,1.0,0.0,N,1,599.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,Y,117,0,9.0,2.0,11.0,0.0,660.0,660.0,0
19691,7,10,presencial,1,M,32,2,0,0,1,MG,MG,Y,32,1.0,1.0,N,0,590.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,380.0,380.0,1
19692,2,1,internet,1,M,47,2,0,0,1,MG,SP,Y,5,1.0,20.0,N,1,1300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,978.0,978.0,0
19693,1,10,internet,1,F,71,4,0,0,1,RN,RN,N, ,5.0,2.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,593.0,593.0,1
19694,1,25,internet,1,F,47,2,0,0,1,MG,MG,N, ,1.0,1.0,N,1,737.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,11.0,2.0,11.0,,308.0,308.0,1
19695,1,15,internet,1,F,39,6,6,0,1,BA,SP,Y,5,1.0,1.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,859.0,859.0,1
19696,1,10,presencial,1,F,49,2,0,0,1,RS,RS,Y,58,1.0,20.0,N,0,800.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,960.0,960.0,0
19697,2,25,presencial,1,M,35,2,3,0,0, ,DF,Y,66,1.0,0.0,N,1,742.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,DF,Y,66,0,9.0,2.0,11.0,0.0,710.0,710.0,1
19698,1,5,presencial,1,M,21,1,0,0,1,AM,AM,Y,124,1.0,5.0,N,1,843.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,124,0,9.0,2.0,0.0,0.0,694.0,694.0,0
19699,2,15,presencial,1,F,26,2,2,0,1,BA,SP,Y,12,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,12,0,9.0,5.0,0.0,0.0,172.0,172.0,0
19700,1,1,presencial,1,M,58,2,0,0,1,RN,RN,Y,105,1.0,5.0,N,0,1346.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RN,Y,105,0,12.0,2.0,0.0,0.0,591.0,591.0,0
19701,2,25,internet,1,F,41,2,0,0,1,CE,BA,Y,81,1.0,20.0,N,1,380.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,427.0,427.0,0
19702,1,10,internet,1,M,26,1,0,0,1,MG,SP,Y,14,2.0,0.0,N,1,718.12,0.0,1,0,0,0,0,0,0,0.0,0,Y,SP,Y,14,0,9.0,2.0,,,141.0,141.0,1
19703,1,25,presencial,1,F,23,2,1,0,1,PI,AP,Y,123,1.0,9.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AP,N, ,0,9.0,2.0,0.0,0.0,689.0,689.0,1
